timestamp,open,high,low,close,volume
2023-07-01 01:00:00,1934.11,1936.13,1927.5,1932.61,4659.8624
2023-07-01 01:15:00,1932.6,1932.61,1924.25,1928.42,6441.8327
2023-07-01 01:30:00,1928.43,1930.29,1927.45,1929.01,1789.101
2023-07-01 01:45:00,1929.0,1930.87,1927.66,1929.2,1522.1728
2023-07-01 02:00:00,1929.2,1930.33,1923.23,1926.3,2589.9811
2023-07-01 02:15:00,1926.3,1926.84,1924.67,1926.28,1707.1199
2023-07-01 02:30:00,1926.28,1928.73,1923.89,1925.42,2452.4259
2023-07-01 02:45:00,1925.41,1925.78,1920.44,1920.69,2873.539
2023-07-01 03:00:00,1920.7,1922.65,1919.4,1919.74,3040.6477
2023-07-01 03:15:00,1919.74,1922.6,1918.79,1919.27,1711.4759
2023-07-01 03:30:00,1919.27,1920.39,1917.53,1918.26,1782.6785
2023-07-01 03:45:00,1918.26,1920.5,1917.28,1920.16,1462.7834
2023-07-01 04:00:00,1920.15,1920.93,1914.65,1916.8,2673.824
2023-07-01 04:15:00,1916.81,1917.36,1910.83,1912.63,4449.0255
2023-07-01 04:30:00,1912.62,1916.42,1909.44,1914.21,2753.7238
2023-07-01 04:45:00,1914.21,1916.93,1913.44,1915.2,1497.2515
2023-07-01 05:00:00,1915.2,1916.45,1914.54,1915.87,862.0364
2023-07-01 05:15:00,1915.88,1918.39,1915.87,1916.29,1380.1475
2023-07-01 05:30:00,1916.28,1918.0,1915.75,1916.66,988.2854
2023-07-01 05:45:00,1916.67,1919.14,1916.66,1919.07,703.9181
2023-07-01 06:00:00,1919.08,1920.52,1918.61,1919.91,1769.3003
2023-07-01 06:15:00,1919.91,1919.91,1916.6,1918.78,2094.2786
2023-07-01 06:30:00,1918.78,1918.78,1915.13,1917.0,1490.6111
2023-07-01 06:45:00,1917.01,1922.17,1916.85,1920.83,2092.6713
2023-07-01 07:00:00,1920.83,1920.83,1916.85,1917.37,1759.7992
2023-07-01 07:15:00,1917.37,1917.74,1915.0,1916.56,1514.0997
2023-07-01 07:30:00,1916.56,1917.94,1913.53,1913.76,1942.4985
2023-07-01 07:45:00,1913.76,1920.91,1912.51,1920.05,2429.3648
2023-07-01 08:00:00,1920.04,1920.41,1916.76,1917.19,2232.5048
2023-07-01 08:15:00,1917.19,1918.34,1915.06,1917.49,1145.9674
2023-07-01 08:30:00,1917.49,1919.36,1916.03,1919.36,2028.4071
2023-07-01 08:45:00,1919.35,1919.58,1911.6,1915.32,2783.6298
2023-07-01 09:00:00,1915.33,1917.5,1913.8,1914.96,1558.5593
2023-07-01 09:15:00,1914.95,1918.7,1914.43,1918.26,1617.8418
2023-07-01 09:30:00,1918.26,1919.83,1916.5,1917.16,1355.8165
2023-07-01 09:45:00,1917.17,1917.7,1916.12,1916.93,739.8085
2023-07-01 10:00:00,1916.94,1918.4,1915.99,1918.2,1746.9182
2023-07-01 10:15:00,1918.2,1926.0,1915.84,1925.78,3691.8438
2023-07-01 10:30:00,1925.78,1926.04,1918.26,1921.74,3256.7959
2023-07-01 10:45:00,1921.73,1922.7,1917.79,1922.42,2248.9035
2023-07-01 11:00:00,1922.42,1925.16,1921.9,1923.09,1554.3849
2023-07-01 11:15:00,1923.09,1925.05,1921.75,1922.42,1400.5397
2023-07-01 11:30:00,1922.41,1924.22,1920.86,1924.21,2112.6105
2023-07-01 11:45:00,1924.22,1926.87,1921.95,1922.55,1814.6158
2023-07-01 12:00:00,1922.56,1927.73,1921.96,1925.88,2056.1323
2023-07-01 12:15:00,1925.88,1927.4,1923.44,1924.09,1485.8838
2023-07-01 12:30:00,1924.08,1927.31,1922.6,1926.61,1755.0014
2023-07-01 12:45:00,1926.61,1927.15,1924.03,1927.01,2367.6282
2023-07-01 13:00:00,1927.01,1929.87,1924.63,1924.83,3464.0966
2023-07-01 13:15:00,1924.83,1928.36,1923.12,1923.29,2798.4908
2023-07-01 13:30:00,1923.28,1927.28,1922.83,1926.24,1972.6927
2023-07-01 13:45:00,1926.23,1926.43,1922.8,1923.5,1961.0404
2023-07-01 14:00:00,1923.49,1925.8,1921.45,1924.59,2904.8065
2023-07-01 14:15:00,1924.58,1925.0,1922.35,1923.79,1034.6288
2023-07-01 14:30:00,1923.8,1924.98,1921.51,1922.8,1816.1286
2023-07-01 14:45:00,1922.8,1924.4,1922.26,1923.06,1353.3901
2023-07-01 15:00:00,1923.06,1924.4,1919.62,1920.19,3422.4119
2023-07-01 15:15:00,1920.2,1922.49,1917.5,1921.93,2634.0531
2023-07-01 15:30:00,1921.94,1924.32,1921.93,1922.91,1258.748
2023-07-01 15:45:00,1922.9,1923.78,1922.5,1922.63,1284.7133
2023-07-01 16:00:00,1922.63,1923.97,1920.0,1920.2,2731.1558
2023-07-01 16:15:00,1920.2,1921.71,1919.33,1920.39,1197.5031
2023-07-01 16:30:00,1920.4,1920.4,1916.92,1918.61,1526.2798
2023-07-01 16:45:00,1918.61,1920.0,1917.32,1919.62,1187.5628
2023-07-01 17:00:00,1919.61,1919.62,1917.16,1918.41,1241.2057
2023-07-01 17:15:00,1918.41,1919.5,1917.8,1918.61,716.1989
2023-07-01 17:30:00,1918.62,1921.11,1917.8,1920.77,1641.4678
2023-07-01 17:45:00,1920.78,1920.78,1916.6,1918.31,1510.7855
2023-07-01 18:00:00,1918.31,1920.56,1918.3,1919.86,1035.6204
2023-07-01 18:15:00,1919.86,1920.48,1918.64,1920.39,977.5778
2023-07-01 18:30:00,1920.4,1920.97,1920.21,1920.64,799.2428
2023-07-01 18:45:00,1920.64,1921.37,1920.26,1921.26,549.8252
2023-07-01 19:00:00,1921.26,1924.05,1921.26,1923.49,1579.2708
2023-07-01 19:15:00,1923.5,1924.2,1922.8,1923.59,967.5596
2023-07-01 19:30:00,1923.59,1923.78,1922.06,1922.77,765.4041
2023-07-01 19:45:00,1922.76,1923.35,1922.23,1922.6,365.6456
2023-07-01 20:00:00,1922.6,1923.04,1921.75,1922.39,806.1878
2023-07-01 20:15:00,1922.39,1924.1,1922.39,1923.49,696.6056
2023-07-01 20:30:00,1923.49,1923.99,1923.02,1923.6,581.7921
2023-07-01 20:45:00,1923.59,1923.92,1922.29,1922.8,591.674
2023-07-01 21:00:00,1922.8,1923.06,1921.75,1922.79,491.1686
2023-07-01 21:15:00,1922.79,1923.3,1922.41,1923.29,486.824
2023-07-01 21:30:00,1923.3,1923.3,1921.56,1921.57,497.5423
2023-07-01 21:45:00,1921.57,1922.86,1921.56,1922.86,468.0292
2023-07-01 22:00:00,1922.86,1925.62,1922.78,1925.2,1889.2108
2023-07-01 22:15:00,1925.21,1927.32,1924.81,1926.59,930.3717
2023-07-01 22:30:00,1926.59,1927.2,1921.02,1921.81,1178.901
2023-07-01 22:45:00,1921.81,1922.75,1920.63,1922.74,904.9532
2023-07-01 23:00:00,1922.74,1924.22,1921.13,1921.35,586.387
2023-07-01 23:15:00,1921.35,1923.69,1920.69,1923.11,744.1773
2023-07-01 23:30:00,1923.11,1923.47,1922.0,1922.07,453.4375
2023-07-01 23:45:00,1922.06,1925.45,1921.88,1924.5,892.2744
2023-07-02 00:00:00,1924.5,1924.84,1920.5,1922.19,1000.6792
2023-07-02 00:15:00,1922.2,1926.7,1918.6,1925.0,3978.5096
2023-07-02 00:30:00,1925.0,1925.13,1917.44,1921.41,3521.2609
2023-07-02 00:45:00,1921.41,1923.93,1920.2,1921.0,1199.2467
2023-07-02 01:00:00,1920.99,1923.64,1919.6,1922.26,1880.4858
2023-07-02 01:15:00,1922.26,1922.85,1920.81,1921.5,1241.9168
2023-07-02 01:30:00,1921.5,1922.19,1919.32,1920.95,2168.5791
2023-07-02 01:45:00,1920.95,1921.58,1918.37,1920.33,1267.9387
2023-07-02 02:00:00,1920.33,1920.34,1918.53,1919.84,1348.4732
2023-07-02 02:15:00,1919.85,1919.85,1911.26,1918.21,5262.4321
2023-07-02 02:30:00,1918.21,1923.5,1918.2,1921.8,1575.0939
2023-07-02 02:45:00,1921.8,1923.16,1918.6,1919.57,785.9067
2023-07-02 03:00:00,1919.58,1919.58,1915.41,1916.16,1901.6845
2023-07-02 03:15:00,1916.17,1918.69,1914.36,1918.52,1121.3583
2023-07-02 03:30:00,1918.51,1918.52,1912.76,1915.12,1556.0391
2023-07-02 03:45:00,1915.13,1915.13,1911.4,1913.91,1888.3611
2023-07-02 04:00:00,1913.91,1914.97,1910.06,1914.96,2263.088
2023-07-02 04:15:00,1914.96,1916.03,1914.64,1916.02,952.5539
2023-07-02 04:30:00,1916.02,1916.15,1912.6,1912.97,1034.679
2023-07-02 04:45:00,1912.98,1914.8,1912.6,1913.41,1605.957
2023-07-02 05:00:00,1913.42,1915.82,1911.91,1913.19,2168.3946
2023-07-02 05:15:00,1913.2,1913.5,1912.27,1913.31,599.2799
2023-07-02 05:30:00,1913.32,1914.73,1913.31,1914.6,974.8203
2023-07-02 05:45:00,1914.59,1915.94,1913.24,1913.9,1191.685
2023-07-02 06:00:00,1913.89,1915.92,1913.2,1913.41,968.7438
2023-07-02 06:15:00,1913.41,1916.77,1913.4,1916.69,1020.7681
2023-07-02 06:30:00,1916.69,1916.69,1913.64,1914.88,977.3948
2023-07-02 06:45:00,1914.87,1914.88,1912.8,1913.6,1108.7604
2023-07-02 07:00:00,1913.59,1914.39,1912.5,1913.26,653.4414
2023-07-02 07:15:00,1913.25,1914.58,1913.25,1914.52,1000.8704
2023-07-02 07:30:00,1914.51,1916.4,1914.2,1916.4,2362.0139
2023-07-02 07:45:00,1916.39,1916.4,1914.65,1914.97,1298.736
2023-07-02 08:00:00,1914.96,1916.4,1913.38,1916.39,1238.0726
2023-07-02 08:15:00,1916.4,1918.0,1916.3,1917.03,913.3044
2023-07-02 08:30:00,1917.02,1917.69,1912.79,1912.79,1291.8353
2023-07-02 08:45:00,1912.8,1914.8,1912.06,1912.07,942.5627
2023-07-02 09:00:00,1912.07,1916.0,1911.83,1915.99,671.9493
2023-07-02 09:15:00,1915.99,1917.38,1915.02,1916.29,2070.5738
2023-07-02 09:30:00,1916.29,1919.36,1915.68,1917.3,1197.6261
2023-07-02 09:45:00,1917.31,1919.64,1916.05,1917.78,1878.3133
2023-07-02 10:00:00,1917.79,1919.5,1917.21,1917.73,1702.0876
2023-07-02 10:15:00,1917.74,1918.8,1916.04,1917.21,2828.3838
2023-07-02 10:30:00,1917.2,1917.92,1916.1,1917.06,1050.4395
2023-07-02 10:45:00,1917.06,1917.88,1915.34,1917.12,1599.7492
2023-07-02 11:00:00,1917.12,1918.4,1916.44,1918.39,1510.7285
2023-07-02 11:15:00,1918.39,1918.8,1917.64,1917.8,1502.4576
2023-07-02 11:30:00,1917.79,1919.0,1917.4,1918.63,809.3948
2023-07-02 11:45:00,1918.62,1922.4,1918.62,1919.99,1132.3764
2023-07-02 12:00:00,1919.99,1921.15,1916.41,1919.24,2228.4108
2023-07-02 12:15:00,1919.24,1920.14,1918.36,1918.9,667.0136
2023-07-02 12:30:00,1918.9,1919.59,1918.84,1919.21,528.1744
2023-07-02 12:45:00,1919.21,1919.4,1917.17,1917.79,823.3687
2023-07-02 13:00:00,1917.8,1918.04,1915.82,1917.02,1113.877
2023-07-02 13:15:00,1917.01,1918.88,1914.02,1914.26,2430.2137
2023-07-02 13:30:00,1914.27,1916.97,1913.62,1916.85,1121.5499
2023-07-02 13:45:00,1916.86,1916.92,1915.86,1915.87,1085.9479
2023-07-02 14:00:00,1915.87,1917.34,1915.43,1917.01,827.1153
2023-07-02 14:15:00,1917.02,1919.22,1915.6,1918.47,1641.7576
2023-07-02 14:30:00,1918.46,1926.92,1916.23,1924.41,3490.0385
2023-07-02 14:45:00,1924.42,1927.5,1921.81,1925.81,2785.5299
2023-07-02 15:00:00,1925.8,1927.61,1924.22,1924.99,2544.7187
2023-07-02 15:15:00,1924.99,1925.19,1885.75,1913.99,25525.7389
2023-07-02 15:30:00,1913.99,1920.81,1908.51,1918.19,6487.7846
2023-07-02 15:45:00,1918.2,1922.65,1916.01,1918.61,3493.9907
2023-07-02 16:00:00,1918.6,1919.46,1916.2,1918.99,1866.8788
2023-07-02 16:15:00,1918.99,1924.2,1917.37,1917.54,4970.5495
2023-07-02 16:30:00,1917.53,1920.79,1917.08,1920.14,1655.9524
2023-07-02 16:45:00,1920.14,1920.24,1916.85,1917.5,1365.8578
2023-07-02 17:00:00,1917.51,1918.0,1916.61,1916.8,698.7024
2023-07-02 17:15:00,1916.79,1917.33,1908.6,1914.2,4880.5674
2023-07-02 17:30:00,1914.21,1915.15,1910.69,1913.02,2940.3689
2023-07-02 17:45:00,1913.02,1913.77,1905.77,1907.27,3059.586
2023-07-02 18:00:00,1907.26,1908.84,1901.61,1908.81,4648.7049
2023-07-02 18:15:00,1908.8,1911.5,1906.34,1907.4,1927.1676
2023-07-02 18:30:00,1907.4,1909.91,1906.35,1908.75,1544.703
2023-07-02 18:45:00,1908.75,1912.12,1908.75,1912.12,864.8718
2023-07-02 19:00:00,1912.11,1912.35,1911.0,1912.35,718.8985
2023-07-02 19:15:00,1912.34,1913.66,1910.81,1912.85,763.5417
2023-07-02 19:30:00,1912.86,1913.82,1911.69,1913.66,833.8212
2023-07-02 19:45:00,1913.65,1914.47,1912.66,1914.12,764.1825
2023-07-02 20:00:00,1914.12,1914.5,1911.26,1914.49,1355.9268
2023-07-02 20:15:00,1914.5,1914.7,1913.71,1914.01,395.5594
2023-07-02 20:30:00,1914.0,1916.62,1914.0,1916.52,546.0969
2023-07-02 20:45:00,1916.52,1920.39,1916.52,1918.39,1792.8993
2023-07-02 21:00:00,1918.39,1921.92,1917.83,1920.6,2487.4425
2023-07-02 21:15:00,1920.61,1924.98,1919.86,1924.27,2111.275
2023-07-02 21:30:00,1924.28,1924.79,1920.25,1922.46,1092.3144
2023-07-02 21:45:00,1922.46,1922.49,1920.95,1921.0,617.2097
2023-07-02 22:00:00,1921.01,1924.73,1920.53,1923.95,1976.5933
2023-07-02 22:15:00,1923.95,1959.0,1923.95,1949.84,27500.1956
2023-07-02 22:30:00,1949.85,1959.2,1912.28,1934.39,29022.7678
2023-07-02 22:45:00,1934.39,1943.71,1932.4,1942.05,7169.2393
2023-07-02 23:00:00,1942.04,1944.09,1934.18,1940.76,5166.069
2023-07-02 23:15:00,1940.75,1941.39,1932.19,1937.21,3158.4441
2023-07-02 23:30:00,1937.21,1939.19,1932.96,1934.83,2480.3158
2023-07-02 23:45:00,1934.82,1940.0,1930.61,1937.48,4461.8426
2023-07-03 00:00:00,1937.49,1940.75,1936.47,1940.54,2602.2041
2023-07-03 00:15:00,1940.53,1942.27,1935.01,1939.86,2308.7451
2023-07-03 00:30:00,1939.87,1940.85,1934.28,1935.27,1782.9873
2023-07-03 00:45:00,1935.26,1937.11,1933.55,1934.88,1572.0173
2023-07-03 01:00:00,1934.87,1938.68,1934.69,1938.31,1207.1034
2023-07-03 01:15:00,1938.3,1942.0,1938.06,1941.57,2121.6667
2023-07-03 01:30:00,1941.58,1949.86,1941.57,1947.99,6739.1125
2023-07-03 01:45:00,1947.98,1949.77,1943.6,1944.99,3669.4007
2023-07-03 02:00:00,1944.99,1953.44,1944.98,1948.88,3679.271
2023-07-03 02:15:00,1948.87,1949.94,1947.34,1949.94,2470.2226
2023-07-03 02:30:00,1949.93,1953.5,1948.78,1949.94,3454.837
2023-07-03 02:45:00,1949.95,1951.57,1947.85,1949.18,2291.7157
2023-07-03 03:00:00,1949.17,1951.14,1948.0,1948.42,1431.4174
2023-07-03 03:15:00,1948.41,1950.5,1948.4,1949.92,900.7479
2023-07-03 03:30:00,1949.91,1950.79,1948.5,1949.52,1416.0743
2023-07-03 03:45:00,1949.53,1950.29,1948.81,1949.01,1523.0528
2023-07-03 04:00:00,1949.0,1951.43,1941.75,1946.2,6058.915
2023-07-03 04:15:00,1946.2,1948.5,1944.81,1947.61,2000.2263
2023-07-03 04:30:00,1947.61,1951.97,1944.74,1951.21,3247.5078
2023-07-03 04:45:00,1951.22,1951.69,1948.6,1948.9,1644.5462
2023-07-03 05:00:00,1948.89,1948.97,1946.49,1947.07,2261.0502
2023-07-03 05:15:00,1947.07,1949.59,1947.06,1949.41,1531.9522
2023-07-03 05:30:00,1949.41,1949.46,1947.08,1947.09,1062.9303
2023-07-03 05:45:00,1947.09,1947.8,1944.73,1945.57,1535.6587
2023-07-03 06:00:00,1945.58,1947.54,1942.5,1944.8,2466.7175
2023-07-03 06:15:00,1944.79,1946.17,1943.32,1944.37,1914.5008
2023-07-03 06:30:00,1944.37,1948.82,1942.3,1948.28,2541.8915
2023-07-03 06:45:00,1948.27,1948.28,1945.8,1947.85,1685.8424
2023-07-03 07:00:00,1947.86,1950.6,1947.85,1950.15,3085.9057
2023-07-03 07:15:00,1950.16,1965.0,1950.15,1959.17,8413.7802
2023-07-03 07:30:00,1959.16,1971.94,1954.26,1968.81,13253.9369
2023-07-03 07:45:00,1968.81,1973.76,1965.29,1966.83,6696.1585
2023-07-03 08:00:00,1966.83,1971.49,1964.69,1969.87,5667.4794
2023-07-03 08:15:00,1969.87,1976.0,1961.16,1962.19,10937.7638
2023-07-03 08:30:00,1962.19,1965.12,1958.86,1959.63,5030.6006
2023-07-03 08:45:00,1959.64,1962.04,1959.1,1960.02,2218.8019
2023-07-03 09:00:00,1960.01,1963.5,1958.89,1963.49,2756.1218
2023-07-03 09:15:00,1963.5,1963.5,1961.2,1962.01,1736.3606
2023-07-03 09:30:00,1962.0,1962.01,1957.56,1958.78,2453.6934
2023-07-03 09:45:00,1958.77,1959.35,1955.36,1955.91,2270.0734
2023-07-03 10:00:00,1955.92,1958.88,1954.6,1956.76,3177.1764
2023-07-03 10:15:00,1956.76,1960.48,1956.46,1957.56,2473.507
2023-07-03 10:30:00,1957.55,1961.99,1957.55,1961.0,3524.6234
2023-07-03 10:45:00,1961.0,1963.0,1960.41,1962.46,2449.6292
2023-07-03 11:00:00,1962.45,1963.99,1961.5,1963.76,2081.0506
2023-07-03 11:15:00,1963.75,1966.66,1961.24,1962.93,2450.1704
2023-07-03 11:30:00,1962.93,1964.14,1961.29,1961.63,1766.9533
2023-07-03 11:45:00,1961.63,1963.5,1960.93,1962.01,2023.1337
2023-07-03 12:00:00,1962.0,1963.3,1956.3,1958.96,3808.8213
2023-07-03 12:15:00,1958.95,1964.0,1954.6,1960.21,4866.9375
2023-07-03 12:30:00,1960.21,1965.75,1959.0,1964.35,2805.9043
2023-07-03 12:45:00,1964.34,1967.24,1961.27,1966.69,3565.1176
2023-07-03 13:00:00,1966.69,1969.18,1964.59,1964.59,2330.9924
2023-07-03 13:15:00,1964.6,1966.2,1963.47,1964.97,2303.0118
2023-07-03 13:30:00,1964.96,1968.46,1963.93,1967.01,3861.6558
2023-07-03 13:45:00,1967.0,1971.4,1961.73,1963.99,5164.2662
2023-07-03 14:00:00,1963.99,1967.0,1962.33,1964.39,3337.6466
2023-07-03 14:15:00,1964.39,1965.0,1959.5,1959.5,2933.6579
2023-07-03 14:30:00,1959.5,1964.8,1958.01,1962.95,2851.3624
2023-07-03 14:45:00,1962.95,1963.08,1957.7,1960.5,2832.4749
2023-07-03 15:00:00,1960.49,1971.16,1960.0,1969.13,8755.7192
2023-07-03 15:15:00,1969.14,1971.27,1964.77,1968.43,4260.8711
2023-07-03 15:30:00,1968.43,1976.16,1966.01,1970.0,11580.1927
2023-07-03 15:45:00,1970.0,1973.84,1967.62,1968.17,4279.583
2023-07-03 16:00:00,1968.17,1970.3,1953.26,1960.43,9478.6509
2023-07-03 16:15:00,1960.44,1965.08,1959.81,1962.64,3023.9512
2023-07-03 16:30:00,1962.64,1964.25,1955.73,1958.31,2983.0338
2023-07-03 16:45:00,1958.31,1966.0,1956.62,1964.11,7449.4122
2023-07-03 17:00:00,1964.12,1964.66,1959.2,1959.68,4426.4474
2023-07-03 17:15:00,1959.68,1966.25,1959.55,1965.88,2928.7876
2023-07-03 17:30:00,1965.87,1966.65,1963.0,1963.98,1745.5317
2023-07-03 17:45:00,1963.98,1965.0,1962.84,1964.21,1544.1283
2023-07-03 18:00:00,1964.22,1965.45,1962.31,1962.74,1523.3131
2023-07-03 18:15:00,1962.73,1962.96,1960.0,1960.54,1506.9947
2023-07-03 18:30:00,1960.55,1965.4,1960.04,1965.4,2064.5584
2023-07-03 18:45:00,1965.4,1971.81,1963.2,1970.5,7167.1799
2023-07-03 19:00:00,1970.51,1973.9,1965.02,1965.7,5902.2499
2023-07-03 19:15:00,1965.7,1974.19,1964.14,1972.68,5141.3717
2023-07-03 19:30:00,1972.68,1974.71,1968.02,1968.03,4380.1179
2023-07-03 19:45:00,1968.02,1971.19,1966.89,1967.4,1938.7081
2023-07-03 20:00:00,1967.39,1968.0,1963.4,1963.88,1712.0004
2023-07-03 20:15:00,1963.89,1963.89,1955.77,1962.32,5074.7014
2023-07-03 20:30:00,1962.32,1963.25,1958.7,1959.95,3420.1725
2023-07-03 20:45:00,1959.94,1960.25,1956.71,1958.52,2485.7171
2023-07-03 21:00:00,1958.52,1959.5,1955.7,1958.07,2669.012
2023-07-03 21:15:00,1958.07,1958.19,1948.22,1954.61,8371.9821
2023-07-03 21:30:00,1954.6,1957.91,1952.39,1957.51,2665.4101
2023-07-03 21:45:00,1957.52,1958.0,1955.94,1957.4,646.6138
2023-07-03 22:00:00,1957.41,1957.41,1954.3,1955.87,1395.6191
2023-07-03 22:15:00,1955.87,1957.96,1955.51,1956.99,1128.3327
2023-07-03 22:30:00,1956.99,1958.89,1955.04,1955.11,1150.9638
2023-07-03 22:45:00,1955.12,1956.89,1952.69,1955.34,1487.2404
2023-07-03 23:00:00,1955.34,1955.35,1951.55,1952.59,1716.3906
2023-07-03 23:15:00,1952.59,1953.39,1950.43,1953.39,1630.5085
2023-07-03 23:30:00,1953.38,1955.46,1952.71,1954.92,1148.4045
2023-07-03 23:45:00,1954.92,1955.93,1953.4,1955.54,1067.4741
2023-07-04 00:00:00,1955.55,1956.2,1952.28,1954.0,1732.573
2023-07-04 00:15:00,1954.01,1955.5,1952.49,1955.49,969.1693
2023-07-04 00:30:00,1955.5,1958.0,1955.0,1956.76,1489.426
2023-07-04 00:45:00,1956.75,1957.16,1950.76,1951.61,2909.2465
2023-07-04 01:00:00,1951.6,1953.86,1951.03,1953.4,706.4331
2023-07-04 01:15:00,1953.41,1959.35,1950.34,1956.0,4121.7465
2023-07-04 01:30:00,1956.01,1958.15,1950.73,1954.19,4142.484
2023-07-04 01:45:00,1954.2,1955.19,1950.75,1954.24,3860.6502
2023-07-04 02:00:00,1954.24,1955.5,1952.81,1955.23,1528.096
2023-07-04 02:15:00,1955.22,1956.0,1953.32,1955.06,1728.8338
2023-07-04 02:30:00,1955.07,1956.71,1955.0,1955.4,3198.7403
2023-07-04 02:45:00,1955.4,1956.99,1954.63,1956.6,2035.0604
2023-07-04 03:00:00,1956.6,1956.61,1954.34,1955.75,1063.0282
2023-07-04 03:15:00,1955.76,1960.94,1955.75,1960.33,4256.6924
2023-07-04 03:30:00,1960.33,1967.08,1960.33,1964.57,4433.0763
2023-07-04 03:45:00,1964.57,1964.58,1962.12,1963.34,1696.203
2023-07-04 04:00:00,1963.34,1963.35,1959.14,1959.15,2941.1116
2023-07-04 04:15:00,1959.15,1959.15,1954.14,1958.2,1793.569
2023-07-04 04:30:00,1958.19,1958.2,1951.14,1951.68,2024.8842
2023-07-04 04:45:00,1951.67,1954.5,1948.59,1954.01,2651.7598
2023-07-04 05:00:00,1954.01,1955.0,1951.6,1954.0,1716.8559
2023-07-04 05:15:00,1954.0,1954.62,1953.4,1953.41,927.9557
2023-07-04 05:30:00,1953.4,1954.8,1952.08,1952.7,2112.5854
2023-07-04 05:45:00,1952.7,1954.36,1951.51,1952.12,2026.5444
2023-07-04 06:00:00,1952.13,1954.79,1946.39,1954.76,5559.6127
2023-07-04 06:15:00,1954.76,1957.0,1954.34,1955.53,1409.9021
2023-07-04 06:30:00,1955.54,1955.6,1954.37,1955.25,911.3761
2023-07-04 06:45:00,1955.25,1955.25,1952.27,1953.5,1106.1192
2023-07-04 07:00:00,1953.49,1954.7,1952.83,1954.35,1079.1509
2023-07-04 07:15:00,1954.36,1954.8,1953.51,1954.21,1066.0244
2023-07-04 07:30:00,1954.21,1954.22,1951.35,1951.73,1634.151
2023-07-04 07:45:00,1951.73,1951.73,1948.46,1948.8,2355.0609
2023-07-04 08:00:00,1948.81,1951.32,1948.52,1951.32,1234.7132
2023-07-04 08:15:00,1951.31,1951.35,1949.71,1951.19,939.2876
2023-07-04 08:30:00,1951.2,1952.4,1950.86,1951.0,922.5891
2023-07-04 08:45:00,1951.01,1952.0,1948.82,1950.52,1929.2682
2023-07-04 09:00:00,1950.52,1953.2,1946.54,1952.65,3499.1547
2023-07-04 09:15:00,1952.65,1954.37,1952.64,1954.09,2434.1122
2023-07-04 09:30:00,1954.08,1954.09,1951.43,1952.88,1354.5707
2023-07-04 09:45:00,1952.89,1954.87,1952.34,1954.87,1089.7923
2023-07-04 10:00:00,1954.86,1957.4,1954.44,1955.41,1936.7261
2023-07-04 10:15:00,1955.42,1956.64,1954.3,1956.12,945.3582
2023-07-04 10:30:00,1956.12,1958.7,1954.01,1957.04,4150.9764
2023-07-04 10:45:00,1957.03,1960.0,1956.6,1958.0,2301.0961
